要素番号	点番号	x	y	z
0 	0 	1.2000000000000	-0.6000000000000	0.0000000000000
0 	1 	1.2000000000000	-0.5500000000000	0.0000000000000
0 	2 	1.2000000000000	-0.4000000000000	0.0000000000000
0 	3 	1.9077868882980	-0.5290047592608	0.0000000000000
0 	4 	1.8488046476065	-0.4849210293224	0.0000000000000
0 	5 	1.6718579255320	-0.3526698395072	0.0000000000000
0 	6 	2.4480754415067	-0.3328201177351	0.0000000000000
0 	7 	2.3440691547145	-0.3050851079239	0.0000000000000
0 	8 	2.0320502943378	-0.2218800784901	0.0000000000000
0 	9 	1.2000000000000	-0.6000000000000	0.0000000000000
0 	10 	1.1997461732983	-0.5500000000000	0.0241242755920
0 	11 	1.1959405127124	-0.4000000000000	0.0964069350260
0 	12 	1.9077868882980	-0.5290047592608	0.0000000000000
0 	13 	1.8485642098434	-0.4849210293224	0.0241242755920
0 	14 	1.6679541700534	-0.3526698395072	0.0964069350260
0 	15 	2.4480754415067	-0.3328201177351	0.0000000000000
0 	16 	2.3438389373868	-0.3050851079239	0.0241242755920
0 	17 	2.0282654166106	-0.2218800784901	0.0964069350260
0 	18 	1.2000000000000	-0.6000000000000	0.0000000000000
0 	19 	1.1989847802201	-0.5500000000000	0.0482395313590
0 	20 	1.1837842820497	-0.4000000000000	0.1922378360100
0 	21 	1.9077868882980	-0.5290047592608	0.0000000000000
0 	22 	1.8478429789902	-0.4849210293224	0.0482395313590
0 	23 	1.6562642819746	-0.3526698395072	0.1922378360100
0 	24 	2.4480754415067	-0.3328201177351	0.0000000000000
0 	25 	2.3431483643359	-0.3050851079239	0.0482395313590
0 	26 	2.0169315107691	-0.2218800784901	0.1922378360100
1 	0 	1.2000000000000	-0.6000000000000	0.0000000000000
1 	1 	1.1989847802201	-0.5500000000000	0.0482395313590
1 	2 	1.1837842820497	-0.4000000000000	0.1922378360100
1 	3 	1.9077868882980	-0.5290047592608	0.0000000000000
1 	4 	1.8478429789902	-0.4849210293224	0.0482395313590
1 	5 	1.6562642819746	-0.3526698395072	0.1922378360100
1 	6 	2.4480754415067	-0.3328201177351	0.0000000000000
1 	7 	2.3431483643359	-0.3050851079239	0.0482395313590
1 	8 	2.0169315107691	-0.2218800784901	0.1922378360100
1 	9 	1.2000000000000	-0.6000000000000	0.0000000000000
1 	10 	1.1989847802201	-0.5750000000000	0.0482395313590
1 	11 	1.1837842820497	-0.5000000000000	0.1922378360100
1 	12 	1.9077868882980	-0.5290047592608	0.0000000000000
1 	13 	1.8773365334797	-0.5069628942916	0.0482395313590
1 	14 	1.7743842819559	-0.4408372993840	0.1922378360100
1 	15 	2.4480754415067	-0.3328201177351	0.0000000000000
1 	16 	2.3951557999775	-0.3189526128295	0.0482395313590
1 	17 	2.2252183179489	-0.2773500981126	0.1922378360100
1 	18 	1.2000000000000	-0.6000000000000	0.0000000000000
1 	19 	1.1989847802201	-0.6000000000000	0.0482395313590
1 	20 	1.1837842820497	-0.6000000000000	0.1922378360100
1 	21 	1.9077868882980	-0.5290047592608	0.0000000000000
1 	22 	1.9068300879693	-0.5290047592608	0.0482395313590
1 	23 	1.8925042819371	-0.5290047592608	0.1922378360100
1 	24 	2.4480754415067	-0.3328201177351	0.0000000000000
1 	25 	2.4471632356192	-0.3328201177351	0.0482395313590
1 	26 	2.4335051251288	-0.3328201177351	0.1922378360100
2 	0 	1.2000000000000	-0.6000000000000	0.0000000000000
2 	1 	1.1989847802201	-0.6000000000000	0.0482395313590
2 	2 	1.1837842820497	-0.6000000000000	0.1922378360100
2 	3 	1.9077868882980	-0.5290047592608	0.0000000000000
2 	4 	1.9068300879693	-0.5290047592608	0.0482395313590
2 	5 	1.8925042819371	-0.5290047592608	0.1922378360100
2 	6 	2.4480754415067	-0.3328201177351	0.0000000000000
2 	7 	2.4471632356192	-0.3328201177351	0.0482395313590
2 	8 	2.4335051251288	-0.3328201177351	0.1922378360100
2 	9 	1.2000000000000	-0.6000000000000	0.0000000000000
2 	10 	1.1989847802201	-0.6250000000000	0.0482395313590
2 	11 	1.1837842820497	-0.7000000000000	0.1922378360100
2 	12 	1.9077868882980	-0.5290047592608	0.0000000000000
